瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C)
710,唱林,2005-07-25,28.9,25,34.9
710,唱林,2005-07-26,28.5,24.9,34.2
710,唱林,2005-07-27,27.8,23.4,33.7
710,唱林,2005-07-28,25.6,24.1,28.5
710,唱林,2005-07-29,24.6,21.3,29.4
710,唱林,2005-07-30,26.3,20.7,32.6
710,唱林,2005-07-31,27.9,23.9,34
710,唱林,2005-08-01,25.7,22.6,30.5
710,唱林,2005-08-02,25.4,22.6,29.8
710,唱林,2005-08-03,28.5,24.8,32.6
710,唱林,2005-08-04,29.5,25.7,34.3
710,唱林,2005-08-05,28.9,23,34.8
710,唱林,2005-08-06,28.1,23.2,34
710,唱林,2005-08-07,26.4,22.9,31.7
710,唱林,2005-08-08,28,25,32
710,唱林,2005-08-09,27.8,25.8,31.5
710,唱林,2005-08-10,27.2,25.2,30.8
710,唱林,2005-08-11,27.1,25.3,30.9
710,唱林,2005-08-12,28,24.8,33.1
710,唱林,2005-08-13,28.9,,
710,唱林,2005-08-14,28.4,25.1,33.8
710,唱林,2005-08-15,27.3,24.3,31.1
710,唱林,2005-08-16,28.1,22.8,34.7
710,唱林,2005-08-17,26.9,22.5,35.5
710,唱林,2005-08-18,25.6,22.2,32.5
710,唱林,2005-08-19,24.3,22.8,26.5
710,唱林,2005-08-20,24.5,21.9,29
710,唱林,2005-08-21,23.9,22,30.9
710,唱林,2005-08-22,23.9,21.6,27.4
710,唱林,2005-08-23,24.6,20,30.1
710,唱林,2005-08-24,22.3,19.5,26.3
710,唱林,2005-08-25,23.5,20.6,28.8
710,唱林,2005-08-26,22.9,19.8,28.3
710,唱林,2005-08-27,23.6,19.1,29.7
710,唱林,2005-08-28,23,18,30.5
710,唱林,2005-08-29,24.2,17.8,31.1
710,唱林,2005-08-30,22.4,20.5,24.7
710,唱林,2005-08-31,25,19.3,31.6
710,唱林,2005-09-01,26.4,21.9,32.9
710,唱林,2005-09-02,26.4,21.7,32.7
710,唱林,2005-09-03,25.1,21.9,30.2
710,唱林,2005-09-04,24.2,20.6,30
710,唱林,2005-09-05,23.8,18.4,30.2
710,唱林,2005-09-06,24.2,20,29.4
710,唱林,2005-09-07,23.8,18.5,30.8
710,唱林,2005-09-08,24.5,18.8,31.6
710,唱林,2005-09-09,25.2,21.8,29.3
710,唱林,2005-09-10,24.7,22.5,28.8
710,唱林,2005-09-11,25.6,22.3,30.6
710,唱林,2005-09-12,26.9,22.5,32.9
710,唱林,2005-09-13,25.5,21.5,31.3
710,唱林,2005-09-14,22.6,18.4,27.7
710,唱林,2005-09-15,22.3,16.7,28.4
710,唱林,2005-09-16,23.4,18.4,29.1
710,唱林,2005-09-17,26.3,21.4,30.5
710,唱林,2005-09-18,23.9,21.5,26.8
710,唱林,2005-09-19,23.1,20.4,26.7
710,唱林,2005-09-20,23.7,19.4,29.1
710,唱林,2005-09-21,21.9,20,23.6
710,唱林,2005-09-22,19.5,16.7,22.1
710,唱林,2005-09-23,20.7,16.5,26.6
710,唱林,2005-09-24,22.3,17.8,28.9
710,唱林,2005-09-25,21.1,16.8,27
710,唱林,2005-09-26,21.6,17.9,27.9
710,唱林,2005-09-27,19.1,15.5,23.2
710,唱林,2005-09-28,18.6,13.6,26.5
710,唱林,2005-09-29,20.2,13,27.2
710,唱林,2005-09-30,23.3,19.3,27.1
710,唱林,2005-10-01,24.1,20.1,29.8
710,唱林,2005-10-02,20.4,16.2,25.4
710,唱林,2005-10-03,18.3,13.6,24.6
710,唱林,2005-10-04,15.1,12.1,20.8
710,唱林,2005-10-05,14.6,10.7,20.4
710,唱林,2005-10-06,16.3,7.9,25.8
710,唱林,2005-10-07,16,15,17.3
710,唱林,2005-10-08,15.9,10.3,22.6
710,唱林,2005-10-09,14.3,7.5,23.6
710,唱林,2005-10-10,16.7,10.6,25.4
710,唱林,2005-10-11,16.3,9.5,25
710,唱林,2005-10-12,17.7,9.6,26
710,唱林,2005-10-13,19.1,12.7,25.7
710,唱林,2005-10-14,16.3,8.9,22.5
710,唱林,2005-10-15,13.7,8.3,21.7
710,唱林,2005-10-16,13.1,6.2,22.8
710,唱林,2005-10-17,13.4,3.9,24
710,唱林,2005-10-18,13.5,7.5,22.6
710,唱林,2005-10-19,14.2,5.8,24.5
710,唱林,2005-10-20,14.6,8.7,23.2
710,唱林,2005-10-21,12.8,10.1,17.6
710,唱林,2005-10-22,9.3,3.3,15.7
710,唱林,2005-10-23,8.5,.6,18.2
710,唱林,2005-10-24,10.5,3.6,19.6
710,唱林,2005-10-25,12,6.6,19.5
710,唱林,2005-10-26,13.1,6.6,23.8
710,唱林,2005-10-27,14.2,6.5,24
710,唱林,2005-10-28,13.1,9.4,19.5
710,唱林,2005-10-29,11.3,6.2,17.2
710,唱林,2005-10-30,7.9,2.7,14.9
710,唱林,2005-10-31,9.4,3.6,17.6
710,唱林,2005-11-01,9,.8,19.1
710,唱林,2005-11-02,11.2,3.3,20.5
710,唱林,2005-11-03,15.6,9.4,25
710,唱林,2005-11-04,16.9,8.8,25.3
710,唱林,2005-11-05,17.5,13.2,21.8
710,唱林,2005-11-06,15.8,10.6,20.8
710,唱林,2005-11-07,11.7,7.1,18
710,唱林,2005-11-08,10.3,4.2,17.7
710,唱林,2005-11-09,8.9,2.7,17.6
710,唱林,2005-11-10,13,4.5,22.7
710,唱林,2005-11-11,13,8,15.8
710,唱林,2005-11-12,9.4,2.1,19
710,唱林,2005-11-13,10.4,1.5,20
710,唱林,2005-11-14,8.8,4.1,12.7
710,唱林,2005-11-15,5.2,.8,11.7
710,唱林,2005-11-16,3.5,-1.1,10.6
710,唱林,2005-11-17,3.7,-3.1,11.2
710,唱林,2005-11-18,4.4,-2.1,11.9
710,唱林,2005-11-19,2.9,-1.8,10.5
710,唱林,2005-11-20,2.3,-5.4,11.1
710,唱林,2005-11-21,4,-2.9,12.7
710,唱林,2005-11-22,5.1,.3,12.7
710,唱林,2005-11-23,5.5,-1.3,12.6
710,唱林,2005-11-24,6.4,.1,15.6
710,唱林,2005-11-25,5.7,-1.6,15.8
710,唱林,2005-11-26,6.6,-2.1,16.2
710,唱林,2005-11-27,8,2.1,15.4
710,唱林,2005-11-28,7.7,-.3,16.6
710,唱林,2005-11-29,7.5,4.6,11
710,唱林,2005-11-30,5.1,.4,12.4
710,唱林,2005-12-01,7.1,-.4,15.8
710,唱林,2005-12-02,4.5,-1.7,9.8
710,唱林,2005-12-03,3.1,-1.2,7.9
710,唱林,2005-12-04,-1.4,-3,4.4
710,唱林,2005-12-05,-1.8,-6.3,3.4
710,唱林,2005-12-06,-3.5,-12.6,4.5
710,唱林,2005-12-07,-.9,-3.6,3.2
710,唱林,2005-12-08,-1,-3.9,2.3
710,唱林,2005-12-09,-.7,-4.8,5.7
710,唱林,2005-12-10,-.1,-3.1,5.5
710,唱林,2005-12-11,-1.7,-3.8,1.7
710,唱林,2005-12-12,-3.1,-5.1,-.4
710,唱林,2005-12-13,-5,-8.1,-.5
710,唱林,2005-12-14,-3.9,-8.6,.9
710,唱林,2005-12-15,-2.2,-5.6,.9
710,唱林,2005-12-16,0,-6.4,3.8
710,唱林,2005-12-17,-5,-8.9,.5
710,唱林,2005-12-18,-6.8,-14.3,-.3
710,唱林,2005-12-19,-2.3,-8.9,4.7
710,唱林,2005-12-20,-2.3,-8.6,3.9
710,唱林,2005-12-21,-3.6,-5.6,.4
710,唱林,2005-12-22,-5.4,-9,-1.5
710,唱林,2005-12-23,-2.2,-10,4.4
710,唱林,2005-12-24,-3.2,-9.1,2.6
710,唱林,2005-12-25,-3.7,-11.6,3.5
710,唱林,2005-12-26,-3.2,-7.5,.8
710,唱林,2005-12-27,-3.9,-8.8,1.7
710,唱林,2005-12-28,-5.7,-11.2,1.7
710,唱林,2005-12-29,-4.3,-11.6,3.2
710,唱林,2005-12-30,-2.4,-9.9,5.9
710,唱林,2005-12-31,.6,-4.3,6.6
710,唱林,2006-01-01,.2,-5.7,4.1
710,唱林,2006-01-02,2.1,-1.7,6.6
710,唱林,2006-01-03,-.3,-3.1,4.9
710,唱林,2006-01-04,-2.1,-4,-.7
710,唱林,2006-01-05,-4.8,-7.6,-.8
710,唱林,2006-01-06,-3.7,-6.1,.6
710,唱林,2006-01-07,-4.2,-9.1,.7
710,唱林,2006-01-08,-2.6,-8.3,3.9
710,唱林,2006-01-09,-.2,-5.8,5.5
710,唱林,2006-01-10,-.3,-5.8,6.8
710,唱林,2006-01-11,-1.1,-6.5,7.8
710,唱林,2006-01-12,4,-5.1,11.2
710,唱林,2006-01-13,8.4,5,13.7
710,唱林,2006-01-14,4.4,3.3,5.8
710,唱林,2006-01-15,3.9,-.2,8.5
710,唱林,2006-01-16,1.8,-.6,3.9
710,唱林,2006-01-17,3.2,-2.8,9.6
710,唱林,2006-01-18,4.2,.8,9.3
710,唱林,2006-01-19,4,-1.1,8.2
710,唱林,2006-01-20,3.1,-.5,9
710,唱林,2006-01-21,1.4,-2.2,8.1
710,唱林,2006-01-22,-.6,-5.4,4.9
710,唱林,2006-01-23,-2.4,-7.4,4.2
710,唱林,2006-01-24,-2.4,-8.6,5.7
710,唱林,2006-01-25,-.6,-5.8,7.1
710,唱林,2006-01-26,-.2,-6.1,7.5
710,唱林,2006-01-27,.4,-5.8,7.9
710,唱林,2006-01-28,1.4,-6.9,11.6
710,唱林,2006-01-29,4.9,-2.6,13.5
710,唱林,2006-01-30,7.1,1.8,12
710,唱林,2006-01-31,6.3,3.9,11
710,唱林,2006-02-01,2,-1.8,5.4
710,唱林,2006-02-02,.2,-3.9,5.8
710,唱林,2006-02-03,-6,-9.5,-.4
710,唱林,2006-02-04,-6.5,-12.3,.6
710,唱林,2006-02-05,-2.9,-9.4,2.5
710,唱林,2006-02-06,.8,-2.7,6.4
710,唱林,2006-02-07,.5,-2.5,3.3
710,唱林,2006-02-08,-3.8,-6.1,-.7
710,唱林,2006-02-09,-3.3,-7.5,1.5
710,唱林,2006-02-10,.8,-4.2,6
710,唱林,2006-02-11,2.2,-1.6,8.6
710,唱林,2006-02-12,.5,-5.5,7.6
710,唱林,2006-02-13,4,-6.3,14.5
710,唱林,2006-02-14,8.7,4.7,11.6
710,唱林,2006-02-15,4.6,3.3,6.8
710,唱林,2006-02-16,3.2,-.8,8.5
710,唱林,2006-02-17,-2.2,-5.6,1.8
710,唱林,2006-02-18,-1.2,-6.7,7.2
710,唱林,2006-02-19,1.8,-4.7,10.4
710,唱林,2006-02-20,3.2,-3.9,12.9
710,唱林,2006-02-21,5.5,-3.5,15.4
710,唱林,2006-02-22,2.9,-1.5,7.1
710,唱林,2006-02-23,2.9,-3.8,11.6
710,唱林,2006-02-24,5.5,-.4,15.2
710,唱林,2006-02-25,6.2,-1,12.7
710,唱林,2006-02-26,3,-2.4,7.2
710,唱林,2006-02-27,1.5,-5.2,9.5
710,唱林,2006-02-28,4.1,-.6,9.8
710,唱林,2006-03-01,2.4,.1,6.6
710,唱林,2006-03-02,1.6,-2.4,5.7
710,唱林,2006-03-03,.7,-5.2,8
710,唱林,2006-03-04,4.1,-5.3,14.6
710,唱林,2006-03-05,11.8,3.6,18.3
710,唱林,2006-03-06,12,5.9,19.6
710,唱林,2006-03-07,10.3,5.4,18.3
710,唱林,2006-03-08,10.5,4.6,18.4
710,唱林,2006-03-09,9.9,5.1,16.5
710,唱林,2006-03-10,10.3,1,19.5
710,唱林,2006-03-11,8.5,4.9,10.6
710,唱林,2006-03-12,0,-4,4.9
710,唱林,2006-03-13,-.2,-6.8,6.4
710,唱林,2006-03-14,3.4,-1.3,9.2
710,唱林,2006-03-15,6,-4.2,15.2
710,唱林,2006-03-16,5.2,1.8,8.3
710,唱林,2006-03-17,8.9,.5,19.9
710,唱林,2006-03-18,8,3.3,12.6
710,唱林,2006-03-19,4.1,-.8,9.4
710,唱林,2006-03-20,6.1,-3.6,16
710,唱林,2006-03-21,10.8,2.5,19.9
710,唱林,2006-03-22,11.3,3.8,21.2
710,唱林,2006-03-23,6.6,.9,12.6
710,唱林,2006-03-24,5.1,-3.1,14.6
710,唱林,2006-03-25,9.3,-1.3,18.7
710,唱林,2006-03-26,10.6,3.7,18.9
710,唱林,2006-03-27,9.2,1.7,17.5
710,唱林,2006-03-28,3.4,1.4,6.6
710,唱林,2006-03-29,6,-1.7,11.9
710,唱林,2006-03-30,5.8,.6,11.1
710,唱林,2006-03-31,8.8,-3.3,20.4
710,唱林,2006-04-01,12.3,7.5,14.9
710,唱林,2006-04-02,8.6,3.8,12.4
710,唱林,2006-04-03,10.8,1.3,20.2
710,唱林,2006-04-04,11.4,8.8,12.7
710,唱林,2006-04-05,11.5,4.6,18.8
710,唱林,2006-04-06,10,1.8,17.3
710,唱林,2006-04-07,12.4,5.4,18.8
710,唱林,2006-04-08,12.9,4.7,21
710,唱林,2006-04-09,13.7,7,20.8
710,唱林,2006-04-10,16.4,14,18.4
710,唱林,2006-04-11,14.2,11.3,16.4
710,唱林,2006-04-12,12.8,7.4,22.6
710,唱林,2006-04-13,9.2,6.4,14
710,唱林,2006-04-14,11.1,5.7,18.1
710,唱林,2006-04-15,10.2,5.5,16.4
710,唱林,2006-04-16,7.4,3.5,13.6
710,唱林,2006-04-17,11.2,1.4,20.1
710,唱林,2006-04-18,16.5,6.4,24.5
710,唱林,2006-04-19,12.6,6,16.8
710,唱林,2006-04-20,8.7,5.8,12.3
710,唱林,2006-04-21,11.2,3.8,18.7
710,唱林,2006-04-22,9.5,7,14.8
710,唱林,2006-04-23,9.9,3.9,18.4
710,唱林,2006-04-24,10.5,3,17.9
710,唱林,2006-04-25,12.6,3.3,22
710,唱林,2006-04-26,12.5,9.8,15
710,唱林,2006-04-27,12.4,6.4,19.9
710,唱林,2006-04-28,13,3.9,22.8
710,唱林,2006-04-29,12.6,7.1,18.3
710,唱林,2006-04-30,18.4,9.1,27.3
710,唱林,2006-05-01,20,12.6,28.7
710,唱林,2006-05-02,18.2,13.5,25.2
710,唱林,2006-05-03,15.9,8.9,24.9
710,唱林,2006-05-04,18.5,8.8,27.2
710,唱林,2006-05-05,21.1,15.5,25.4
710,唱林,2006-05-06,17.7,13.5,21.4
710,唱林,2006-05-07,18.5,13.1,25.7
710,唱林,2006-05-08,19.6,15.8,25.1
710,唱林,2006-05-09,18,13,23.1
710,唱林,2006-05-10,17.1,13.7,22.3
710,唱林,2006-05-11,17.3,12.6,23.9
710,唱林,2006-05-12,16.6,12.3,20.5
710,唱林,2006-05-13,15,10,21.2
710,唱林,2006-05-14,16,10,23.5
710,唱林,2006-05-15,17.4,9.9,25.7
710,唱林,2006-05-16,18.7,11.1,26.3
710,唱林,2006-05-17,19.1,14.8,24.7
710,唱林,2006-05-18,17.5,14.2,21
710,唱林,2006-05-19,15.3,13.7,18
710,唱林,2006-05-20,18.5,11,27
710,唱林,2006-05-21,22,14.5,30.9
710,唱林,2006-05-22,20.1,15.4,23.4
710,唱林,2006-05-23,17.9,14.1,24.2
710,唱林,2006-05-24,19.4,14,28
710,唱林,2006-05-25,19.5,16,23.6
710,唱林,2006-05-26,19,15.2,22.9
710,唱林,2006-05-27,18,15.3,21.9
710,唱林,2006-05-28,17.3,13.3,23.1
710,唱林,2006-05-29,18.6,12.3,26.8
710,唱林,2006-05-30,20.2,12.5,28.5
710,唱林,2006-05-31,21.4,12.5,31.2
710,唱林,2006-06-01,23.1,16.5,30.9
710,唱林,2006-06-02,24.1,16.6,32.9
710,唱林,2006-06-03,22.1,17,29.8
710,唱林,2006-06-04,20.6,17.1,26.8
710,唱林,2006-06-05,21.7,15.8,30.4
710,唱林,2006-06-06,23.2,16.5,32.5
710,唱林,2006-06-07,23.3,16.7,30.7
710,唱林,2006-06-08,19.6,18.1,21.6
710,唱林,2006-06-09,21.7,16,28.9
710,唱林,2006-06-10,21.4,16,27.4
710,唱林,2006-06-11,21.1,17,26.6
710,唱林,2006-06-12,22.3,13.8,31.6
710,唱林,2006-06-13,23.5,16,29.8
710,唱林,2006-06-14,20.9,18.4,21.9
710,唱林,2006-06-15,20.6,17.2,25
710,唱林,2006-06-16,21.8,,
710,唱林,2006-06-17,22.9,15.2,32
710,唱林,2006-06-18,22.7,17.7,30.8
710,唱林,2006-06-19,24.7,17.9,32.6
710,唱林,2006-06-20,24.6,17.9,32.2
710,唱林,2006-06-21,25.7,22.8,29.9
710,唱林,2006-06-22,22.7,21.3,24.1
710,唱林,2006-06-23,24.1,20.9,28.1
710,唱林,2006-06-24,23.7,19.5,29
710,唱林,2006-06-25,20.7,19.2,22.4
710,唱林,2006-06-26,23,19.9,26.9
710,唱林,2006-06-27,22.7,18.9,26.7
710,唱林,2006-06-28,26.9,22.3,34.2
710,唱林,2006-06-29,25.7,22.4,29.5
710,唱林,2006-06-30,24.9,23.4,26.6
710,唱林,2006-07-01,23.1,21.8,24.5
710,唱林,2006-07-02,23.8,21.7,27.6
710,唱林,2006-07-03,24.8,21.8,29
710,唱林,2006-07-04,22.8,22.1,24.4
710,唱林,2006-07-05,24,21.4,27.6
710,唱林,2006-07-06,21.5,19.6,23.8
710,唱林,2006-07-07,24.3,20.1,29.3
710,唱林,2006-07-08,24.3,20.7,27.7
710,唱林,2006-07-09,27,22.4,31.5
710,唱林,2006-07-10,24,22.6,28.3
710,唱林,2006-07-11,24.2,21.7,27.1
710,唱林,2006-07-12,28.2,24.3,32.9
710,唱林,2006-07-13,29,25.1,34.1
710,唱林,2006-07-14,29.7,25.4,33.7
710,唱林,2006-07-15,28.5,26.5,32.5
710,唱林,2006-07-16,27.4,25.8,31.1
710,唱林,2006-07-17,26.2,25.5,27.2
710,唱林,2006-07-18,25.9,25.2,27.2
710,唱林,2006-07-19,23,20.9,25.4
710,唱林,2006-07-20,21.2,20.3,22.4
710,唱林,2006-07-21,24.1,20.8,29.6
710,唱林,2006-07-22,24.1,20.9,29.1
710,唱林,2006-07-23,22.6,19.9,26.7
710,唱林,2006-07-24,22.8,20.5,25.5
710,唱林,2006-07-25,24.8,20.9,30.8
710,唱林,2006-07-26,24.3,22.5,27.8
710,唱林,2006-07-27,27.5,23,32.5
710,唱林,2006-07-28,27.9,24.8,32.7
710,唱林,2006-07-29,28.4,25.2,33.7
710,唱林,2006-07-30,29,24.7,34.7
710,唱林,2006-07-31,28.7,24,34.4
710,唱林,2006-08-01,29.5,24.6,34.4
710,唱林,2006-08-02,29.5,24.4,35.3
710,唱林,2006-08-03,29.5,24,36.1
710,唱林,2006-08-04,28.3,24.3,36.9
710,唱林,2006-08-05,28.3,23.3,36.2
710,唱林,2006-08-06,28.1,23.4,36.1
710,唱林,2006-08-07,28.8,22.7,36.5
710,唱林,2006-08-08,27.9,24,36.9
710,唱林,2006-08-09,28.9,23.6,36.4
710,唱林,2006-08-10,29.3,23.6,36
710,唱林,2006-08-11,29.6,25.1,36
710,唱林,2006-08-12,28.9,25.1,35
710,唱林,2006-08-13,29.3,25.1,35.3
710,唱林,2006-08-14,29.6,26.2,36
710,唱林,2006-08-15,30,25.7,36.7
710,唱林,2006-08-16,30.1,25.4,37.5
710,唱林,2006-08-17,30,25.8,36
710,唱林,2006-08-18,28.4,24.8,34
710,唱林,2006-08-19,24.6,22.2,28.3
710,唱林,2006-08-20,26.2,22.7,30.7
710,唱林,2006-08-21,28.3,24.7,33
710,唱林,2006-08-22,27.9,25.8,31.3
710,唱林,2006-08-23,28.3,25.3,34.1
710,唱林,2006-08-24,27.5,24.6,35.6
710,唱林,2006-08-25,25.7,22.9,33.2
710,唱林,2006-08-26,27.9,23.4,32.9
710,唱林,2006-08-27,25.1,21.9,27.9
710,唱林,2006-08-28,27.5,24.2,33.1
710,唱林,2006-08-29,26.5,23,32.9
710,唱林,2006-08-30,24.2,21.3,26.8
710,唱林,2006-08-31,26,22.6,31.6
710,唱林,2006-09-01,26.3,22.4,32.2
710,唱林,2006-09-02,25.9,22.5,32
710,唱林,2006-09-03,25.3,20.1,32
710,唱林,2006-09-04,24.7,19.9,32.4
710,唱林,2006-09-05,20.5,17.7,25.4
710,唱林,2006-09-06,21,16.3,27.3
710,唱林,2006-09-07,21.6,15.2,30
710,唱林,2006-09-08,23.6,16.3,30.1
710,唱林,2006-09-09,21,14.9,24.4
710,唱林,2006-09-10,17.3,12.6,24
710,唱林,2006-09-11,16.8,13.4,20.4
710,唱林,2006-09-12,19.4,15.2,24.5
710,唱林,2006-09-13,22,18.4,28
710,唱林,2006-09-14,22.7,17.2,29.4
710,唱林,2006-09-15,19.4,17.1,23.9
710,唱林,2006-09-16,19.7,17.2,22.1
710,唱林,2006-09-17,18.5,16.4,20
710,唱林,2006-09-18,19.6,16.2,24.1
710,唱林,2006-09-19,20.9,15.4,28.9
710,唱林,2006-09-20,20.3,14.1,28.6
710,唱林,2006-09-21,21.3,16.8,29.8
710,唱林,2006-09-22,21,14,29.5
710,唱林,2006-09-23,20.2,14.6,28.2
710,唱林,2006-09-24,19.5,13.9,27.6
710,唱林,2006-09-25,19.1,12.7,27.3
710,唱林,2006-09-26,19.9,13.2,27.9
710,唱林,2006-09-27,20.6,14.1,28.5
710,唱林,2006-09-28,19.3,15.4,26.4
710,唱林,2006-09-29,19.1,12.9,26.7
710,唱林,2006-09-30,20.3,13.5,27.9
710,唱林,2006-10-01,21.2,18,26.7
710,唱林,2006-10-02,19.6,14.8,28.2
710,唱林,2006-10-03,19.2,12.8,29
710,唱林,2006-10-04,19.9,13,28.9
710,唱林,2006-10-05,19.7,13.3,27.8
710,唱林,2006-10-06,19,10.6,28.8
710,唱林,2006-10-07,18.3,10.7,28.7
710,唱林,2006-10-08,19.3,11.7,27.8
710,唱林,2006-10-09,20.5,16.1,27.4
710,唱林,2006-10-10,18.9,12.1,28.7
710,唱林,2006-10-11,20.4,14.3,27.3
710,唱林,2006-10-12,18.5,11.9,27.1
710,唱林,2006-10-13,18.1,10.4,27.2
710,唱林,2006-10-14,17.9,10.4,27.8
710,唱林,2006-10-15,18.7,10.7,29.8
710,唱林,2006-10-16,19.4,12.2,28.8
710,唱林,2006-10-17,18.7,13,25.6
710,唱林,2006-10-18,18.9,13.2,28.1
710,唱林,2006-10-19,19.9,14.8,27
710,唱林,2006-10-20,20.7,14.9,28.4
710,唱林,2006-10-21,19,11.9,26.9
710,唱林,2006-10-22,18.9,14.8,22.2
710,唱林,2006-10-23,16.2,11.2,21.4
710,唱林,2006-10-24,14.7,7.7,23.8
710,唱林,2006-10-25,15.2,8.8,23.7
710,唱林,2006-10-26,15,12.8,18.5
710,唱林,2006-10-27,14.7,7.9,21.6
710,唱林,2006-10-28,13.3,5,24.1
710,唱林,2006-10-29,13.8,7.1,23.2
710,唱林,2006-10-30,13.2,5.8,23.5
710,唱林,2006-10-31,13.4,4.6,23.8
710,唱林,2006-11-01,13.7,7,22.7
710,唱林,2006-11-02,12.8,7.3,21.6
710,唱林,2006-11-03,13.9,7.6,22.6
710,唱林,2006-11-04,15.1,9.2,21.7
710,唱林,2006-11-05,14.9,9.7,22.1
710,唱林,2006-11-06,8.8,4.2,15.2
710,唱林,2006-11-07,6.6,3.3,13.1
710,唱林,2006-11-08,12.4,.9,20.9
710,唱林,2006-11-09,17.8,13.3,24.6
710,唱林,2006-11-10,14.6,8.9,20.5
710,唱林,2006-11-14,9.8,4.3,13.4
710,唱林,2006-11-15,9,1.9,17.4
710,唱林,2006-11-16,7,3,13.4
710,唱林,2006-11-17,8.3,2.1,16.1
710,唱林,2006-11-18,7.8,3.6,14
710,唱林,2006-11-19,11.4,5.7,19.4
710,唱林,2006-11-20,9.7,3.1,17.2
710,唱林,2006-11-21,7.8,.2,17.9
710,唱林,2006-11-22,9.3,4.7,15
710,唱林,2006-11-23,10.2,7,14.7
710,唱林,2006-11-24,8.5,2.6,16.1
710,唱林,2006-11-25,9.4,1.8,18.2
710,唱林,2006-11-26,13.2,9.2,17.7
710,唱林,2006-11-27,11.3,9.6,12.7
710,唱林,2006-11-28,9.1,5.4,11.9
710,唱林,2006-11-29,6.8,4.2,10.9
710,唱林,2006-11-30,5.2,-1.5,11.8
710,唱林,2006-12-01,5.7,1.6,12.3
710,唱林,2006-12-02,3,.5,6.4
710,唱林,2006-12-03,.7,-1.6,4.9
710,唱林,2006-12-04,1.2,-2.2,7.8
710,唱林,2006-12-05,2.1,-3,9.3
710,唱林,2006-12-06,5.2,-2.4,14.3
710,唱林,2006-12-07,8.4,6.5,10
710,唱林,2006-12-08,8.2,6.5,9.8
710,唱林,2006-12-09,6.7,4.7,10.6
710,唱林,2006-12-10,2.8,-1,8.8
710,唱林,2006-12-11,3.4,-3,10
710,唱林,2006-12-12,5.3,-.7,14
710,唱林,2006-12-13,6.9,3.6,11.1
710,唱林,2006-12-14,5,-.2,9.1
710,唱林,2006-12-15,4.7,-.5,12.5
710,唱林,2006-12-16,3.3,0,8.6
710,唱林,2006-12-17,1.6,-.8,4.7
710,唱林,2006-12-18,1.7,-1.4,6.2
710,唱林,2006-12-19,1.7,-2.5,9.4
710,唱林,2006-12-20,3.1,-3.2,11.6
710,唱林,2006-12-21,3.7,-1.2,12.5
710,唱林,2006-12-22,2.1,-3.7,10.7
710,唱林,2006-12-23,2.5,-3.9,11.5
710,唱林,2006-12-24,3.4,-3.9,11.7
710,唱林,2006-12-25,7.5,.9,17.2
710,唱林,2006-12-26,7.2,.2,17.1
710,唱林,2006-12-27,4.6,1.5,9.1
710,唱林,2006-12-28,-1.4,-3.9,2.7
710,唱林,2006-12-29,-3.9,-8.5,2.5
710,唱林,2006-12-30,-1,-8.3,6.7
710,唱林,2006-12-31,1.4,-4,10
710,唱林,2007-01-01,1.7,-2.7,4
710,唱林,2007-01-02,2.9,.2,8.6
710,唱林,2007-01-03,4.2,-2.9,10.8
710,唱林,2007-01-04,5.7,.4,13
710,唱林,2007-01-05,5,-1,12.6
710,唱林,2007-01-06,2,-1.6,5.3
710,唱林,2007-01-07,3.1,.5,4.1
710,唱林,2007-01-08,1.5,-3.9,5.7
710,唱林,2007-01-09,.2,-4.1,6.8
710,唱林,2007-01-10,.9,-3.9,9.1
710,唱林,2007-01-11,.6,-4.6,7.7
710,唱林,2007-01-12,.7,-2.6,5.4
710,唱林,2007-01-13,0,-4.5,4.7
710,唱林,2007-01-14,-.3,-6.7,8.1
710,唱林,2007-01-15,3,-3.8,11
710,唱林,2007-01-16,4.5,2,8.1
710,唱林,2007-01-17,2.8,-1.7,9.7
710,唱林,2007-01-18,1.1,-3.2,9.5
710,唱林,2007-01-19,.5,-6.1,9
710,唱林,2007-01-20,1.8,-2.2,8.8
710,唱林,2007-01-21,2,-4.5,12.5
710,唱林,2007-01-22,2.8,-3.2,9.4
710,唱林,2007-01-23,2.8,-3.4,10.2
710,唱林,2007-01-24,2.9,-1.7,10
710,唱林,2007-01-25,1.1,-5,10.1
710,唱林,2007-01-26,.4,-3.9,4.7
710,唱林,2007-01-27,2.6,.4,7
710,唱林,2007-01-28,.7,-2.2,6
710,唱林,2007-01-29,1.3,-3.6,8
710,唱林,2007-01-30,.6,-3.2,6.4
710,唱林,2007-01-31,1.5,-2,5.3
710,唱林,2007-02-01,-1.4,-3.9,1.9
710,唱林,2007-02-02,-1.5,-4.9,2.2
710,唱林,2007-02-03,2.4,-5.5,10.3
710,唱林,2007-02-04,3.8,-3,13.8
710,唱林,2007-02-05,4.7,-2.9,14.6
710,唱林,2007-02-06,8.6,1.1,18.1
710,唱林,2007-02-07,7.9,1.7,17
710,唱林,2007-02-08,10.3,8.4,13
710,唱林,2007-02-09,6.7,4,10
710,唱林,2007-02-10,4.1,-.2,10.4
710,唱林,2007-02-11,4,-.8,9.7
710,唱林,2007-02-12,2.8,-4.5,11
710,唱林,2007-02-13,6.4,-2.2,13.5
710,唱林,2007-02-14,4.3,1.1,12.8
